1|http://purl.obolibrary.org/obo/PATO_0000575	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001580	http://purl.obolibrary.org/obo/PATO_0002305|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001154	http://purl.obolibrary.org/obo/PATO_0000052|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001998	http://purl.obolibrary.org/obo/PATO_0000068|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12711	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12698|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001318	http://purl.obolibrary.org/obo/PATO_0000189|0 0 
1|http://www.ifomis.org/bfo/1.1/snap#RealizableEntity	http://www.ifomis.org/bfo/1.1/snap#SpecificallyDependentContinuant|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001271	http://purl.obolibrary.org/obo/PATO_0000320|0 0 
1|http://ontology.neuinfo.org/NIF/Backend/BIRNLex-OBO-UBO.owl#birnlex_7	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000806	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001415	http://purl.obolibrary.org/obo/PATO_0002003|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000162	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12638	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12796|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001172	http://purl.obolibrary.org/obo/PATO_0001031|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000353	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
4|http://purl.obolibrary.org/obo/PATO_0001480	http://purl.obolibrary.org/obo/BFO_0000051	http://purl.obolibrary.org/obo/PATO_0000982|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12505	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12500|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000127	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001321	http://purl.obolibrary.org/obo/PATO_0002326|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002047	http://purl.obolibrary.org/obo/PATO_0000140|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000470	http://purl.obolibrary.org/obo/PATO_0000467|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002361	http://purl.obolibrary.org/obo/PATO_0002305|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000221	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000813	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000594	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000622	http://purl.obolibrary.org/obo/PATO_0000140|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12564	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12507|0 0 
1|http://purl.obolibrary.org/obo/PATO_0002088	http://purl.obolibrary.org/obo/PATO_0001673|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000501	http://purl.obolibrary.org/obo/PATO_0000083|0 0 
1|http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12660	http://ontology.neuinfo.org/NIF/Dysfunction/NIF-Dysfunction.owl#birnlex_12638|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000559	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000087	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001472	http://purl.obolibrary.org/obo/PATO_0000587|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000402	http://purl.obolibrary.org/obo/PATO_0002009|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001821	http://purl.obolibrary.org/obo/PATO_0002014|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000653	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000181	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0001426	http://purl.obolibrary.org/obo/PATO_0000014|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000820	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://ontology.neuinfo.org/NIF/Backend/BIRNLex-OBO-UBO.owl#birnlex_22	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://purl.obolibrary.org/obo/PATO_0000828	http://ontology.neuinfo.org/NIF/Backend/BIRNLex_annotation_properties.owl#_birnlex_retired_class|0 0 
1|http://www.ifomis.org/bfo/1.1/snap#ThreeDimensionalRegion	http://www.ifomis.org/bfo/1.1/snap#SpatialRegion|0 0 
